Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,2686.0,30318486618112,15.949171,1.4251461,5.1842957,0.117,0.087,0.22768,,74.0
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,5156.0,19685626085376,13.793103,1.2610594,5.309778,0.218,0.141,0.20729999,,140.0
8411.T,MIZUHO FINANCIAL GROUP,6150.0,15045145657344,14.577259,1.3593765,3.7445948,0.055,0.164,0.26132,,147.5
8766.T,TOKIO MARINE HOLDINGS INC,6032.0,11330533720064,10.964881,2.154325,1.3439112,0.218,0.047,0.12564999,,196.5
8591.T,ORIX CORPORATION,4736.0,5201256775680,11.376684,1.1432828,1.6621432,0.125,0.366,0.15005,,151.6
8725.T,MS&AD INS GP HLDGS,4028.0,5879690166272,8.354247,1.2897177,0.8312402,-0.067,0.021,0.10217,,110.0
8750.T,DAI-ICHI LIFE HOLDINGS INC,1400.0,5059585245184,12.658228,1.2455162,0.52129024,0.156,0.35,0.04598,,43.0
8604.T,NOMURA HOLDINGS INC.,1218.5,3565288947712,10.320149,0.9789382,1.7448963,0.099,-0.087,0.17627001,,51.0
8601.T,DAIWA SECURITIES GROUP,1477.0,2044184625152,13.550459,1.1910359,2.8092618,0.213,0.001,0.21354,,57.0
8253.T,CREDIT SAISON CO,4229.0,606743560192,9.79434,0.8205548,1.1332273,,,0.107580006,,120.0
8309.T,SUMITOMO MITSUI TRUST GP INC,5037.0,3510715285504,11.904706,1.0558777,2.2487533,-0.045,0.045,0.19108,,157.5
7182.T,JAPAN POST BANK CO LTD,2600.0,9268545716224,21.645021,0.99161774,5.187772,0.07,0.624,0.27071,,58.0
8308.T,RESONA HOLDINGS,1767.5,3981391429632,16.721855,1.3706374,3.7048986,0.243,0.465,0.24778,,28.0
