Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
005490.KS,POSCO Holdings,343500.0,25975735713792,,,0.37594295,-0.054,,0.00952,-1562359365632,0
051910.KS,LGCHEM,310000.0,24265281765376,,,0.52828515,,,-0.03961,-6601622683648,0
010130.KS,KOREA ZINC,1587000.0,28857239339008,,,1.7396612,0.398,,0.046719998,-1601723039744,0
011170.KS,LOTTE CHEMICAL Corp,84200.0,3550473879552,,,0.19209397,-0.017,,-0.11022,-1262710947840,0
004020.KS,HYUNDAI STEEL,37450.0,4926387781632,,,0.21553941,0.02,,-0.00098,744204140544,0
