Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
105560.KS,KBFinancialGroup,155200.0,55652814684160,,,3.5036283,0.318,0.089,0.36723,,0
055550.KS,ShinhanGroup,97900.0,46468664655872,,,2.9557524,0.216,0.35,0.31623,,0
086790.KS,HANAFINANCIALGR,113200.0,31015196164096,,,2.5041635,0.829,,0.32319,,0
316140.KS,WooriFinancialGroup,33900.0,24780698812416,,,2.487282,0.057,-0.238,0.3136,,0
032830.KS,SAMSUNG LIFE,231500.0,41571563077632,,,1.1931398,0.294,1.87,0.06609,-35525444501504.0,0
323410.KS,KakaoBank,25100.0,11959098408960,,,7.3370724,0.027,-0.103,0.28193,,0
