Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
AZN.L,ASTRAZENECA PLC ORD SHS $0.25,13896.0,215501832192,28.47541,590.6464,3.6688032,0.041,0.539,0.17408001,7865375232,3.2
GSK.L,GSK PLC ORD 31 1/4P,1950.5,78075609088,14.032373,477.9466,2.3900452,0.062,0.547,0.17497998,3284124928,0.66
SN.L,SMITH & NEPHEW PLC ORD USD0.20,1200.5,10192116736,22.650946,257.26654,1.6534908,0.074,0.704,0.1014,876625024,0.391
HIK.L,HIKMA PHARMACEUTICALS PLC ORD S,1254.0,2751320576,9.288889,141.9731,0.821535,0.085,0.235,0.12004,-62375000,0.84
HLN.L,HALEON PLC ORD GBP0.01,375.7,33463908352,20.872223,203.74187,3.0338993,0.006,0.92,0.15113,1399500032,0.071
CTEC.L,CONVATEC GROUP PLC ORD 10P,219.2,4284164352,36.533333,376.2792,1.7565249,0.071,-0.365,0.07175,241500000,0.072
SDR.L,SCHRODERS PLC ORD 20P,572.5,8877037568,16.838234,204.09982,2.5992732,0.155,0.849,0.15806,1214824960,0.215
LMP.L,LONDONMETRIC PROPERTY PLC ORD 1,184.8,4314577408,12.32,91.98606,9.975902,0.15,-0.263,0.72694,197375008,0.124
GNS.L,GENUS PLC ORD 10P,2555.0,1696857984,35.985916,335.03802,2.5250864,-0.002,17.542,0.07068,30237500,0.329
