Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
DTE.DE,DEUTSCHE TELEKOM AG           N,31.62,152978276352,16.050762,2.4607003,1.2558143,0.025,-0.582,0.07888,14988999680,1.0
1U1.DE,1&1 AG                        I,23.15,4081336832,32.605633,0.68381876,0.986831,0.069,2.444,0.04007,459942880,0.0
