Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
373220.KS,LG Energy Solution,375500.0,87867002978304,,,3.7118917,,,-0.04532,-9645719552000,0
096770.KS,SK Innovation,113900.0,19033986433024,,,0.23704758,,,-0.041690003,-3715992649728,0
034020.KS,Doosan Enerbility,109600.0,70194982551552,,,4.1814895,0.143,,-0.00607,34542227456,0
329180.KS,HD HYUNDAI HEAVY INDUSTRIES,559000.0,58673325932544,,,3.57915,0.224,4.967,0.078839995,4000203931648,0
011200.KS,HMM,21250.0,20043807064064,,,1.8403262,-0.142,-0.559,0.17247,761124880384,0
028670.KS,PanOcean,5330.0,2849255456768,,,0.5059012,-0.006,-0.558,0.03904,471646994432,0
