Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
207940.KS,SAMSUNG BIOLOGICS,1601000.0,74111816564736,,,16.263391,,,0.39157,449029537792,0
068270.KS,Celltrion,202000.0,44192617201664,,,10.616858,0.251,1.287,0.24735,171784798208,0
000100.KS,Yuhan,100300.0,7498841456640,,,3.4293938,0.101,,0.08876,-95031836672,0
128940.KS,HanmiPharm,560000.0,7100919971840,,,4.843151,0.001,0.294,0.079450004,95113674752,0
326030.KS,SKBP,98600.0,7721686401024,,,10.925766,0.192,-0.282,0.37772,112027729920,0
