Ticker,Company Name,Current_Price,Market_Cap,Trailing_PE,Price_to_Book,Price_to_Sales,Revenue_Growth,Earnings_Growth,Profit_Margin,Free_Cash_Flow,Div_2025
XOM,Exxon Mobil Corporation,159.67,665307119616,23.795826,2.5724597,2.0540192,-0.013,-0.11,0.089049995,12229749760,4.0
CVX,Chevron Corporation,201.73,403329581056,30.381023,2.142531,2.1842449,-0.082,-0.238,0.06661,13200749568,6.84
GE,GE Aerospace,286.79,302510080000,35.581886,16.103657,6.5971017,0.176,0.374,0.18982,5210999808,1.44
CAT,"Caterpillar, Inc.",680.88,318637932544,36.236294,14.860859,4.714346,0.18,-0.114,0.13144,5838750208,5.94
COP,ConocoPhillips,126.92,155139293184,19.987402,2.4113233,2.573687,-0.068,-0.39,0.13252,7486875136,3.18
SLB,SLB Limited,46.63,69997846528,19.842554,2.670676,1.9602848,0.05,-0.286,0.09449001,2449250048,1.14
EOG,"EOG Resources, Inc.",138.73,75274682368,15.228321,2.5002704,3.322799,0.0,-0.417,0.21982999,2327249920,3.99
HON,Honeywell International Inc.,221.5,140802162688,31.962482,10.1206255,3.7605407,-0.033,-0.764,0.1263,4661000192,4.58
UPS,"United Parcel Service, Inc.",95.86,81394892800,14.612805,5.0154343,0.9180462,-0.032,0.046,0.06285,5186874880,6.56
LMT,Lockheed Martin Corporation,627.43,145185914880,29.155668,21.37824,1.934574,0.091,1.61,0.06685,5281625088,13.35
RTX,RTX Corporation,198.16,266718265344,40.032326,4.0767794,3.0102623,0.121,0.083,0.07598,6456249856,2.67
BA,Boeing Company (The),195.12,153333907456,78.677414,28.103125,1.7139367,0.571,,0.02498,1761750016,0.0
DE,Deere & Company,559.73,151187144704,31.551859,5.7485437,3.2352643,0.13,-0.241,0.10302,4200250112,6.48
MMM,3M Company,141.2,74370039808,23.533333,15.924213,2.981002,0.02,-0.199,0.13027,1260249984,2.92
ETN,"Eaton Corporation, PLC",356.8,138581114880,34.14354,7.125027,5.04886,0.131,0.189,0.1489,2598000128,4.16
WM,"Waste Management, Inc.",231.24,93267369984,34.461998,9.326827,3.7004986,0.071,0.236,0.10744,1732000000,3.3
UNP,Union Pacific Corporation,234.92,139399528448,19.60935,7.546661,5.6874557,-0.006,0.068,0.29123,3918000128,5.44
CSX,CSX Corporation,38.17,70979280896,24.785713,5.3958154,5.036849,-0.009,-0.004,0.20501,970499968,0.52
NSC,Norfolk Southern Corporation,281.09,63124951040,22.028996,4.057538,5.1826725,-0.017,-0.114,0.23587999,1452499968,5.4
GD,General Dynamics Corporation,345.78,93495369728,22.366106,3.643548,1.7791697,0.078,0.004,0.08011,3357250048,6.0
