Date,Close,High,Low,Open,Volume
2025-03-20,179.51275634765625,181.95056684404793,179.1129415169928,179.7126561372998,8849472
2025-03-21,181.01202392578125,181.11196619286025,178.71313826370024,179.11293783476825,9036711
2025-03-24,179.61268615722656,182.0415134244705,178.41327225119107,181.11195735261472,3960238
2025-03-25,180.51226806640625,182.11148161295247,178.61318196245142,179.01299678762007,5055858
2025-03-26,181.01202392578125,181.71168080083825,179.01299556768925,180.91206640732625,3646514
2025-03-27,179.51275634765625,181.5117847468445,179.31284130663636,180.41231302674043,3695443
2025-03-28,183.0110626220703,183.41086221572277,179.71266259461845,179.8126048673431,2940323
2025-03-31,183.31088256835938,185.60976808285736,181.15394160139533,183.41084008039735,7479229
2025-04-01,182.21142578125,185.01006834686635,180.88207018129785,182.91108260981034,13006606
2025-04-02,181.4118194580078,182.31137609857163,179.6126909255045,180.512262817444,5562123
2025-04-03,187.10903930664062,188.00861116110468,179.41278367022628,179.9125407278035,8089409
2025-04-04,179.4127960205078,189.4079378600904,179.4127960205078,187.50886701112015,7605733
2025-04-07,170.4171600341797,178.8130726684513,169.91740296663076,176.41424484476664,8712234
2025-04-08,175.5146942138672,177.11390773377803,168.46710967985226,171.81647958668864,6837348
2025-04-09,170.8169708251953,174.01542846902538,167.0188290630557,173.21581405806788,7169431
2025-04-10,178.9130401611328,181.21192585034999,176.1293894793011,177.0139692990791,7259976
2025-04-11,182.0115509033203,183.11100742675572,177.51373678134084,179.81260735369534,6244813
2025-04-14,184.71022033691406,186.53433063376076,183.0110493104182,183.91060595639374,11351404
2025-04-15,188.30845642089844,188.60831371085735,184.61025718173954,186.30942815633952,9452557
2025-04-16,188.30845642089844,189.30797055317788,187.0091002500354,188.90817100081622,6583673
2025-04-17,190.70730590820312,191.30700525693086,187.1090488103334,187.70876341043697,9355694
2025-04-22,190.90721130371094,193.50595431206065,189.8077395883223,191.30701088128336,5861889
2025-04-23,189.90769958496094,192.2065853144226,188.80822785523426,191.50692841885856,8746283
2025-04-24,191.1071014404297,193.30602950877147,189.80773000188097,190.40744458932667,5203404
2025-04-25,191.8067626953125,193.1061341636941,191.0421349670203,191.90672021264027,5088436
2025-04-28,191.8067626953125,193.11613906625237,191.10710582814576,192.606377079807,2990780
2025-04-29,191.20706176757812,193.90574694802288,190.7073046878152,193.30603235175707,7993805
2025-04-30,192.2065887451172,192.30653101690936,189.8077454514538,191.10711699576603,7081224
2025-05-01,194.3055419921875,194.5054570205437,191.70681438868598,192.0066716798449,2535587
2025-05-02,193.80580139160156,195.90478735668816,192.9062446930654,195.2051304521182,3757177
2025-05-06,196.20465087890625,196.5694638203043,194.00572257297696,194.20562237326558,3828383
2025-05-07,193.60589599609375,196.40453878477805,192.2065822274397,195.3050670727097,7674129
2025-05-08,191.40696716308594,194.80530930459548,191.00716758809995,193.50595306020287,5382813
2025-05-09,192.80628967285156,193.00620472078913,190.3075040874005,191.30701832158093,20283153
2025-05-12,190.00765991210938,193.9057592816538,187.30895930863448,193.50595969296396,10122993
2025-05-13,187.90867614746094,190.3075042104948,187.10906170932404,189.30798997566788,8729329
2025-05-14,188.90818786621094,189.68580980853807,186.90915942318225,187.70877385066905,10971441
2025-05-15,192.90623474121094,192.90623474121094,187.109049507003,188.4084209778148,15105966
2025-05-16,194.3055419921875,194.66137183095609,192.0066716798449,193.5059428842642,8685847
2025-05-19,193.90576171875,194.20561903972447,191.5888945530985,193.00620500720348,5575995
2025-05-20,196.60443115234375,197.10418822962544,193.90574598529773,196.60443115234375,7650524
2025-05-21,196.404541015625,196.50449853653976,193.30604088378468,196.404541015625,11179959
2025-05-22,196.00474548339844,196.70440239012459,194.6024271487336,195.2051310536928,11404205
2025-05-23,197.2041473388672,197.80384668562488,193.90574755188473,197.80384668562488,13453461
2025-05-27,199.10321044921875,200.1027245732122,197.703896776178,200.1027245732122,7972504
2025-05-28,199.6029815673828,200.70245328175116,199.20318199018138,199.6029815673828,13344184
2025-05-29,199.43603515625,200.13580766742243,195.63725048344685,198.43635578203322,25554137
2025-05-30,201.13548278808594,202.1521549817277,199.93587061517417,200.13580343501008,25712896
2025-06-02,200.935546875,201.5353605791704,199.33306406949882,200.53568124148381,6688648
2025-06-03,199.73593139648438,202.7349693596331,199.63595736282107,201.33540915782618,4597784
2025-06-04,199.9358673095703,200.46169961684384,198.63628112127887,200.13580012610066,21635158
2025-06-05,197.83653259277344,200.73561179166768,196.8368532663746,199.63595843107055,18542326
2025-06-06,197.43667602539062,199.43603476995156,197.3367019866039,198.63628822134785,6298489
2025-06-09,199.3360595703125,199.3360595703125,197.636607698112,198.13644738134136,8677228
2025-06-10,201.9352264404297,202.80694084434822,199.43602809339467,200.9355471016157,15935350
2025-06-11,201.53536987304688,203.1348477347682,201.2894465480741,202.53504925683401,7478018
2025-06-12,201.73529052734375,202.33508896908913,199.9358646943157,200.13579750823087,8425508
2025-06-13,199.5360107421875,201.7353023317357,199.33606266267662,201.7353023317357,7172735
2025-06-16,199.03616333007812,200.03584267326508,198.14844758520346,199.73593581952974,5418498
2025-06-17,200.935546875,201.1354796917581,197.3366951577699,197.3366951577699,8510434
2025-06-18,202.33509826660156,202.93491198980496,200.13580670468352,200.93555325098916,8420262
2025-06-19,201.73529052734375,203.13483547864558,200.335730322146,201.73529052734375,8127721
2025-06-20,202.13516235351562,203.74264846338676,199.0361655080626,202.73497606754984,27483477
2025-06-23,202.13516235351562,202.13516235351562,199.83589678824634,199.83589678824634,4310676
2025-06-24,203.93458557128906,206.93362359439627,202.1351597066455,206.73369077696836,18544377
