Date,Close,High,Low,Open,Volume
2025-03-19,1422.164306640625,1429.3060758403603,1414.0703015475915,1414.0703015475915,6940500
2025-03-21,1422.6405029296875,1436.9240421157285,1399.3107222591539,1404.5480199607023,13285100
2025-03-24,1430.25830078125,1440.2567775843147,1430.25830078125,1434.0672443252747,5173300
2025-03-25,1428.3538818359375,1437.876241048177,1422.1643483479818,1430.2583536783854,5859900
2025-03-26,1424.544921875,1440.2568143956803,1419.3076243681066,1437.8762246198196,6444400
2025-03-27,1430.7344970703125,1432.1628509775376,1417.403193936213,1420.736019719738,8775800
2025-03-28,1442.4498291015625,1447.3312160020753,1432.1989166104854,1433.175193990588,7099200
2025-03-31,1412.1851806640625,1429.2700342151313,1407.3037939351857,1426.3412021778054,7584800
2025-04-01,1426.3411865234375,1438.056514544164,1419.995383845544,1426.3411865234375,5137800
2025-04-02,1370.693359375,1422.4360574140849,1369.717082053508,1416.5783934851318,8677000
2025-04-03,1342.8695068359375,1355.5611124985091,1332.6185945700142,1342.3813681566078,11161900
2025-04-04,1357.0255126953125,1374.5985049460432,1339.452520444582,1339.452520444582,10137500
2025-04-07,1270.625,1305.2828467153283,1243.7773722627737,1269.1605839416059,11695000
2025-04-08,1309.18798828125,1312.1168204697985,1283.804775980495,1297.9607982251468,9629900
2025-04-09,1227.1806640625,1299.9133287185512,1214.0009194603967,1296.4963578957836,13738400
2025-04-10,1301.8658447265625,1328.7134718206612,1289.1742391911705,1317.9744209830217,10732500
2025-04-11,1239.3841552734375,1246.2180970512352,1221.8111621305295,1223.763716924186,10637500
2025-04-14,1281.8521728515625,1291.1268077655684,1259.3977935860744,1259.3977935860744,5497800
2025-04-15,1305.2828369140625,1317.9744426581783,1296.4963406296747,1300.4014500894025,5711400
2025-04-16,1291.1268310546875,1302.8421595784353,1283.3166120388557,1298.4489113820298,4777600
2025-04-17,1295.52001953125,1296.4962968632253,1282.8284142155708,1289.662355539398,3912800
2025-04-18,1320.4151611328125,1320.9032998245436,1296.9845039297163,1316.021912907232,3358000
2025-04-21,1303.818359375,1316.5099645205448,1296.0081408238955,1316.0218258611008,3499900
2025-04-22,1317.486328125,1317.486328125,1292.1031161714986,1300.8896126169416,3721000
2025-04-23,1335.54736328125,1345.798275060821,1324.808312845509,1344.821997748481,4657900
2025-04-24,1328.225341796875,1342.3813634477788,1323.8320936983187,1335.5474219611356,5031700
2025-04-25,1348.7271728515625,1355.561114371621,1334.0830124514368,1341.4050926514997,5515400
2025-04-28,1400.9580078125,1427.317496461237,1393.6359276322953,1417.5547228876305,9907900
2025-04-30,1393.6358642578125,1412.185133204151,1385.3375070976083,1399.4935281356036,9544200
2025-05-01,1404.8631591796875,1405.3512978729395,1386.802027529358,1401.4461883269225,5161200
2025-05-02,1423.412353515625,1429.2700175218622,1399.9816974906764,1403.886806828168,5931000
2025-05-07,1397.541015625,1424.876781211797,1380.4561621332518,1423.9005038694115,9074700
2025-05-08,1374.5985107421875,1400.4698605537415,1365.812014579773,1397.0528898239136,5653800
2025-05-09,1362.8831787109375,1369.2289814771418,1352.1441278758227,1366.7882881055248,8774800
2025-05-12,1310.1641845703125,1347.2627233286373,1298.4488565413678,1346.7745846607645,14000200
