Date,Close,High,Low,Open,Volume
2025-03-20,2075.939697265625,2079.938617944201,2041.4490064129095,2049.9467128548827,14425807
2025-03-21,2063.94287109375,2084.4373389345938,2049.6967166190175,2073.440307410239,7493079
2025-03-24,2050.946533203125,2083.437765145168,2039.9495008535105,2068.941677047949,3631379
2025-03-25,2025.453369140625,2065.442576823559,2025.453369140625,2050.4466239424587,4353731
2025-03-26,2034.9508056640625,2045.9478377752414,2011.4132126981167,2026.9529641286597,4256816
2025-03-27,2021.454345703125,2049.946654730098,2013.9563696433954,2029.952051904152,4053541
2025-03-28,2045.94775390625,2050.106543467268,2005.9585478685026,2010.4573335477492,3014403
2025-03-31,2013.9564208984375,2025.7532856809232,1996.2612457620828,2017.4554764820286,3068000
2025-04-01,2022.4541015625,2035.4505935646316,2012.4568000223985,2022.4541015625,2094196
2025-04-02,2046.4476318359375,2065.4425048231788,2000.4600446036693,2000.4600446036693,4305133
2025-04-03,2034.450927734375,2116.4288029551212,2020.454705135711,2086.4368973865558,7028799
2025-04-04,2011.4571533203125,2086.436917981855,1992.9621447037987,2054.4455517262636,5302591
2025-04-07,1975.9666748046875,2047.4473817353908,1907.485158374573,1959.471127051448,9220066
2025-04-08,2042.44873046875,2052.4460321352635,1976.966404553085,1997.9607380527639,6782996
2025-04-09,2014.456298828125,2041.4490135022488,1995.4614255389267,2000.4600764045053,8616931
2025-04-10,2059.444091796875,2128.425471570654,2059.444091796875,2070.4411233550136,4152759
2025-04-11,2052.446044921875,2090.4357914913007,2032.4514414642824,2076.439569070986,5806722
2025-04-14,2108.430908203125,2122.427130448191,2083.437654194079,2091.4354954769738,4002839
2025-04-15,2035.45068359375,2103.4323370733055,2029.4523024043776,2089.436114298103,2746371
2025-04-16,2077.439208984375,2077.439208984375,2035.4505435477322,2036.450273677176,2981199
2025-04-17,2070.441162109375,2074.764946237991,1913.983392012747,2049.4468287417762,2402726
2025-04-22,2099.433349609375,2106.4314607747397,2069.4414446149553,2089.436047944568,3767027
2025-04-23,2089.43603515625,2131.4247018914475,2088.4363049958883,2112.4298288445725,3145953
2025-04-24,2100.007080078125,2112.4297519825486,2082.437848262967,2085.4370386349246,3196986
2025-04-25,2064.44287109375,2085.4372053760594,2058.444489870233,2079.4388241525426,6416793
2025-04-28,2069.44140625,2112.429802611715,2067.4419459541064,2077.439247433575,2668898
2025-04-29,2057.444580078125,2084.437293227838,2052.8957592323927,2077.439182411246,3843394
2025-04-30,2091.435546875,2104.4320392790987,2057.4447205873566,2073.4404035462476,6280679
2025-05-01,2097.433837890625,2118.428170872371,2091.4354570386977,2118.428170872371,1085806
2025-05-02,2119.427978515625,2125.4263595868956,2097.433914587633,2114.4293276228996,3001382
2025-05-06,2155.418212890625,2201.405799993115,2120.4276574865567,2124.4265781041645,4282826
2025-05-07,2163.416015625,2211.4030621823013,2152.418984122285,2183.410618357209,6329981
2025-05-08,2178.412109375,2208.40401542422,2169.414537560234,2182.4110301815626,3854067
2025-05-09,2178.412109375,2190.408871794688,2164.4158865520308,2181.4112999799218,2171150
2025-05-12,2176.41259765625,2197.4069313956993,2159.4171846290765,2184.410439080802,3279983
2025-05-13,2117.428466796875,2177.412276054577,2113.4295461796946,2163.416053894446,3084543
2025-05-14,2121.427490234375,2127.425871450872,2098.032924820914,2112.42991840963,4144194
2025-05-15,2157.417724609375,2159.417184965825,2119.427977836828,2123.426898549728,3365485
2025-05-16,2151.41943359375,2178.412149535679,2134.4240198525354,2162.416466014536,3597463
2025-05-19,2131.4248046875,2214.402411999443,2113.4296609331027,2194.4078078278903,7228301
2025-05-20,2136.42333984375,2145.420911232891,2108.869741912975,2122.4271176828643,2270989
2025-05-21,2132.424560546875,2138.422941870495,2118.428337458429,2126.426179223255,3957544
2025-05-22,2060.44384765625,2124.4265775203935,2058.4443873479954,2121.427387058012,3233880
2025-05-23,2020.4547119140625,2064.4428402288663,1990.4628062448778,2056.4449987170838,4732951
2025-05-27,2030.4520263671875,2036.4504075381394,2009.9575573664356,2030.4520263671875,3612957
2025-05-28,2005.458740234375,2035.4506456217284,2005.458740234375,2033.4511852625717,4273342
2025-05-29,2015.4560546875,2031.4517376612105,2010.4574037582156,2020.4547056167846,3384112
2025-05-30,2016.455810546875,2040.449335312926,2015.4560803482896,2029.452303128486,7736944
2025-06-02,1987.463623046875,2004.4590363224268,1980.965376794458,2002.4595759370677,2969951
2025-06-03,1989.962890625,2001.4597875062798,1974.2671758715935,1996.461136688332,4633017
2025-06-04,2038.4498291015625,2042.4487498060284,1984.964264679329,1990.46278064797,2762235
2025-06-05,1952.972900390625,2039.4495606843486,1952.972900390625,2036.4503701539304,3833741
2025-06-06,1932.4783935546875,1956.4719173236026,1930.4789332406115,1943.475425282107,3408644
2025-06-09,1972.967529296875,1983.4646962883203,1935.9775122794013,1936.477377374232,3902718
2025-06-10,1996.461181640625,2012.4568646182165,1969.158491680308,1972.9675222672877,2674037
2025-06-11,1967.468994140625,1997.46089953911,1963.4700734208268,1993.9618439092867,2697643
2025-06-12,1969.96826171875,1986.179828238923,1955.4721745353338,1962.970150664687,2637123
2025-06-13,1949.473876953125,1962.470369466146,1939.9764401166867,1948.4741467598158,2302103
2025-06-16,1905.4857177734375,1947.4743852165036,1899.9872017987502,1934.4778929126974,4165649
2025-06-17,1912.4837646484375,1915.482955079146,1889.4899713463392,1895.4883522077562,4952196
2025-06-18,1898.487548828125,1916.98255654446,1882.4918664788622,1912.48377088373,3969166
2025-06-19,1894.4886474609375,1910.9841950509667,1881.4921554203083,1881.4921554203083,4308425
2025-06-20,1880.492431640625,1919.4819078947369,1875.4937808388158,1916.9825824938323,10490753
2025-06-23,1848.001220703125,1880.4924512537614,1848.001220703125,1853.999601727858,3525011
2025-06-24,1858.4984130859375,1891.9893742684974,1834.5048886566408,1882.4919375152342,4956955
2025-06-25,1827.5067138671875,1862.9971341857242,1825.5072535675517,1852.000102537727,3031870
2025-06-26,1829.00634765625,1851.5002765014349,1829.00634765625,1836.5043239379784,6019172
2025-06-27,1834.0050048828125,1854.4994734574093,1820.5086475288097,1829.5062190981448,4474108
2025-06-30,1827.5067138671875,1843.5023962642745,1819.508872668644,1842.0028010395476,4719520
2025-07-01,1895.98828125,1898.4876066932507,1820.008787775178,1840.503256409834,3639232
2025-07-02,1919.48193359375,1926.4800448099772,1880.9923219045004,1906.9853064219158,7255473
2025-07-03,1911.484130859375,1942.9756319692444,1903.9851781056266,1931.478734738657,5436169
2025-07-04,1907.9849853515625,1923.980667701903,1886.4907871932924,1915.9828265267329,2796255
2025-07-07,1899.9871826171875,1927.9796272966303,1895.488396865134,1906.4854287034866,1736624
2025-07-08,1938.9766845703125,1948.9739863726859,1882.491929386903,1884.4913897473778,3460447
2025-07-09,1914.4832763671875,1951.9731577581897,1911.9839509411206,1947.974237076483,5612118
2025-07-10,1947.474365234375,1960.2209248630907,1922.9809761439014,1923.9807063108597,5538610
2025-07-11,1899.9871826171875,1940.4762543856673,1897.9877222829416,1936.4773337171755,3516055
2025-07-14,1889.489990234375,1922.4810853019594,1873.994172854146,1903.9860774610408,3647002
2025-07-15,1887.4906005859375,1910.484394978669,1882.491949630996,1897.9877675913149,2858272
2025-07-16,1897.9876708984375,1971.9677012626641,1880.9922585174666,1886.9906393578092,4453182
2025-07-17,1912.983642578125,1922.9809440810157,1887.4905237457538,1899.9871506243671,7166859
2025-07-18,1928.4794921875,1946.4746351939152,1914.483269849177,1927.9796271039884,4059359
2025-07-21,1896.4881591796875,1923.4808741495617,1894.4886988115486,1916.9336909653407,3514980
2025-07-22,1932.4783935546875,1944.475155439145,1890.4897269590865,1890.9895920376057,3164091
2025-07-23,1934.4779052734375,1967.9688664241662,1931.478714722626,1964.469810781553,4049599
2025-07-24,1953.97265625,1980.4655062835764,1932.478457166155,1944.9750845404835,3779226
2025-07-25,1975.466796875,1980.4654476768094,1943.475431743421,1949.473812705592,5524296
2025-07-28,1944.97509765625,1992.4622819989238,1930.9788749026197,1987.4636310154845,2749812
2025-07-29,1931.978515625,1955.9720392343143,1926.4799997978655,1942.975547279269,3206597
2025-07-30,1938.9766845703125,1949.4738514628045,1926.4800573173457,1946.4746609220924,3012652
2025-07-31,1852.5,1925.4803022126282,1852.5,1916.9825957906098,7477330
2025-08-01,1821.5084228515625,1862.4973610167183,1821.5084228515625,1846.501677830316,5282079
2025-08-04,1814.51025390625,1821.0084999946196,1796.5151108923037,1815.0101189899708,10238591
2025-08-05,1903.4862060546875,1943.9752771393594,1823.7577265731427,1912.483777406837,12111922
2025-08-06,1982.96484375,1996.961066493887,1905.4857535606252,1910.9842696385808,9889280
2025-08-07,2025.453369140625,2025.453369140625,1976.4665897290304,1999.4603841467176,7396685
2025-08-08,2020.4547119140625,2056.4449987170838,2014.8162190037706,2047.4474270163284,3042991
2025-08-11,2058.4443359375,2066.4421769707683,2033.4510827085355,2034.4508128376942,3790432
2025-08-12,2061.443603515625,2073.440365514746,2054.4454923494714,2069.4414448483726,4066286
2025-08-13,2034.450927734375,2059.4441823748466,2014.456324021998,2052.4460710755143,5751926
2025-08-14,2025.453369140625,2043.4485125979454,2014.4563370278179,2038.4498616375786,4203304
2025-08-15,2031.45166015625,2065.4424851785493,2025.4532792699617,2025.4532792699617,3787891
2025-08-18,2034.450927734375,2039.4495786624693,2016.4557843932357,2028.452546620662,4219128
2025-08-19,2093.43505859375,2109.430741944992,2034.4509762360465,2034.4509762360465,3338759
2025-08-20,2118.42822265625,2139.4225561511917,2081.4382064984957,2096.4341589948826,2675983
2025-08-21,2115.428955078125,2126.4259865081153,2087.43651143815,2123.426796118118,2876760
2025-08-22,2120.427734375,2141.422068378713,2100.4331305619403,2111.430162659123,2956796
2025-08-26,2059.444091796875,2115.428979729217,2059.444091796875,2098.433567321185,5872661
2025-08-27,2053.44580078125,2063.443102635102,2043.4484989273978,2044.4482291127829,2770912
2025-08-28,2062.443359375,2108.4309476111853,2053.4457877635723,2053.4457877635723,8112549
2025-08-29,2048.447021484375,2070.441084184549,2040.4491805024936,2059.444052834462,3507223
2025-09-01,2039.4495849609375,2053.4458076028263,2030.4520132625803,2048.4471566592947,2485387
2025-09-02,2040.44921875,2070.4630897209845,2027.452726910828,2038.4497584670505,8165337
2025-09-03,2037.4500732421875,2051.4482481293635,2014.456279481358,2028.4525017705587,3863802
2025-09-04,2029.4522705078125,2051.446334523168,2024.4536195952317,2037.4501119679417,4451168
2025-09-05,2033.451171875,2043.4484736049656,2007.4581873770894,2035.4506322209932,2794825
2025-09-08,1958.9713134765625,2035.6166440853508,1958.4714483799876,2031.4517524799055,2927626
2025-09-09,1945.474853515625,1965.969321396956,1933.478091828992,1954.972289850876,2751819
2025-09-10,1919.48193359375,1942.475727589925,1913.9834176381428,1933.4781560262045,4196746
2025-09-11,1905.4857177734375,1937.477083444345,1905.4857177734375,1927.9796467607944,2468562
2025-09-12,1868.4957275390625,1904.735946973675,1835.0047661305239,1903.4862842345506,3869929
2025-09-15,1846.001708984375,1888.9901051318584,1846.001708984375,1884.4913194885173,2790636
2025-09-16,1840.5032958984375,1847.5014072896863,1825.0074778178152,1835.5046449046883,6127827
2025-09-17,1836.0045166015625,1847.5014139284986,1820.0088333640863,1838.503842107418,3869798
2025-09-18,1815.0101318359375,1830.0060844536952,1806.5124253525416,1820.508647795782,4292456
2025-09-19,1815.0101318359375,1834.005005151764,1808.0120206143174,1808.0120206143174,8422221
2025-09-22,1779.5196533203125,1809.0116925185985,1778.5199231779977,1804.512906878182,3727419
2025-09-23,1778.52001953125,1805.0128697378707,1775.020963843583,1789.5170516924888,5265797
2025-09-24,1771.5218505859375,1783.0187474717943,1757.5256282901116,1781.0192871438192,6276743
2025-09-25,1765.5234375,1796.5150720201018,1760.3748028416055,1771.5218183748584,5222423
2025-09-26,1748.528076171875,1762.5242986226503,1736.5313140712103,1751.5272666970411,3708968
2025-09-29,1767.52294921875,1778.5199811426223,1740.530234496518,1746.0287504584542,5096569
2025-09-30,1775.0208740234375,1775.0208740234375,1740.4402424476493,1764.5237074916176,4243257
2025-10-01,1789.5169677734375,1826.0071182336221,1776.020610753917,1777.5202059783082,4157960
2025-10-02,1794.515625,1807.5121169916433,1786.0179186977716,1797.0149503830082,3287807
2025-10-03,1793.01611328125,1807.0123360779812,1782.8039034611008,1791.5165179816004,3063720
2025-10-06,1759.525146484375,1788.5173221934926,1754.5264955000443,1785.5181316028943,4324519
2025-10-07,1778.0201416015625,1790.0169038727004,1736.3994163430855,1774.0212208445164,4507641
2025-10-08,1792.5162353515625,1792.5162353515625,1767.0231154399814,1781.5192032328412,2790962
2025-10-09,1791.0166015625,1804.5129588726277,1775.5207839101313,1797.0149825892236,3348750
2025-10-10,1800.01416015625,1842.7036876774803,1791.0165886808786,1812.010922123412,8114531
2025-10-13,1797.0150146484375,1806.5124514435197,1749.5867747259156,1799.5143401208275,2921611
2025-10-14,1770.022216796875,1808.511827272266,1767.52289144133,1800.0141210634133,3668942
2025-10-15,1775.0208740234375,1798.0146673788524,1763.0241122727864,1773.5212788046063,6351419
2025-10-16,1802.0,1802.0,1750.0,1755.0,5944676
2025-10-17,1826.5,1826.5,1782.0,1790.0,5881814
2025-10-20,1834.0,1846.7249755859375,1800.0,1815.5,4353745
2025-10-21,1835.5,1847.0,1827.0,1831.5,3639867
2025-10-22,1851.0,1856.5,1811.5,1835.0,3377343
2025-10-23,1826.0,1840.5,1812.5,1824.0,2916668
2025-10-24,1811.0,1828.0,1803.0,1820.5,2753880
2025-10-27,1785.0,1808.0,1759.0,1805.0,4581823
2025-10-28,1777.5,1792.5,1775.7650146484375,1782.0,3023436
2025-10-29,1755.5,1778.5,1750.0,1768.5,3106537
2025-10-30,1733.0,1738.5,1700.0,1712.0,6965051
2025-10-31,1750.0,1760.5,1730.5,1736.5,4277037
2025-11-03,1776.5,1792.5,1742.5,1747.5,4190865
2025-11-04,1787.0,1796.876953125,1763.5,1778.0,7199871
2025-11-05,1797.5,1806.0,1760.5,1768.5,4473423
2025-11-06,1680.0,1767.0,1664.0,1727.0,12672006
2025-11-07,1726.5,1733.5,1672.0,1677.0,5588197
2025-11-10,1816.5,1865.0,1800.0,1840.0,11897554
2025-11-11,1851.0,1854.5,1807.0,1809.0,8100976
2025-11-12,1855.0,1875.0,1854.0,1858.0,6554976
2025-11-13,1818.0,1869.5,1811.0,1861.5,3400454
2025-11-14,1793.5,1844.0,1790.5,1824.0,3650384
2025-11-17,1777.5,1807.0,1769.5,1803.0,3280911
2025-11-18,1731.5,1780.9300537109375,1730.5,1751.0,6569605
2025-11-19,1702.0,1740.5,1701.5,1733.0,10233898
2025-11-20,1704.0,1713.0,1680.5,1705.0,3383359
2025-11-21,1768.0,1815.66796875,1704.0,1704.5,5077324
2025-11-24,1729.0,1771.0,1728.8270263671875,1770.0,9521712
2025-11-25,1733.5,1781.906982421875,1707.5,1742.5,6132119
2025-11-26,1716.5,1721.0,1702.5,1719.5,3716024
2025-11-27,1742.0,1755.0,1721.5,1733.5,2535355
2025-11-28,1735.5,1749.0,1725.5,1746.0,3507437
2025-12-01,1747.5,1786.739990234375,1732.5,1740.0,4209236
2025-12-02,1724.5,1762.0,1724.5,1759.5,3384074
2025-12-03,1750.0,1798.260009765625,1727.0,1727.0,4798317
2025-12-04,1682.0,1743.0,1682.0,1739.0,9174678
2025-12-05,1670.5,1696.5,1667.5,1683.5,4711788
2025-12-08,1644.5,1672.5,1628.0,1668.0,4538830
2025-12-09,1602.5,1662.5,1602.5,1632.0,6804421
2025-12-10,1602.0,1616.7540283203125,1587.0,1607.5,6359994
2025-12-11,1645.5,1655.5,1609.5810546875,1615.0,4892423
2025-12-12,1664.0,1668.5,1645.5,1646.5,5265774
2025-12-15,1662.5,1683.593017578125,1654.5,1665.5,7324874
2025-12-16,1682.5,1682.583984375,1662.0,1672.5,7066389
2025-12-17,1679.5,1726.0,1667.5,1673.0,8425512
2025-12-18,1677.0,1695.0,1662.5,1687.0,3495235
2025-12-19,1678.5,1678.5,1624.0,1651.5,13762736
2025-12-22,1617.0,1683.0,1610.5,1668.0,6779575
2025-12-23,1588.0,1614.5,1587.0,1599.0,4018315
2025-12-24,1589.5,1607.531982421875,1588.9630126953125,1605.0,1142077
2025-12-29,1589.5,1608.0,1588.0,1593.0,3881051
2025-12-30,1602.5,1608.3819580078125,1579.0,1588.0,2030010
2025-12-31,1603.5,1619.5,1600.083984375,1612.5,1070647
2026-01-02,1607.5,1616.5,1581.5,1601.5,4105555
2026-01-05,1634.0,1647.5,1583.0,1615.0,5082941
2026-01-06,1644.0,1665.5,1621.5,1650.0,6375981
2026-01-07,1577.0,1649.0,1564.0,1624.0,7231311
2026-01-08,1602.0,1624.0,1579.0,1582.0,8278285
2026-01-09,1630.0,1643.0,1606.5,1607.0,8707589
2026-01-12,1674.5,1674.5,1630.5,1635.0,8960972
2026-01-13,1664.0,1715.4429931640625,1664.0,1688.5,4632099
2026-01-14,1691.5,1697.0,1649.574951171875,1663.5,4484019
2026-01-15,1678.5,1690.5,1650.5,1687.0,5118077
2026-01-16,1655.5,1691.0,1652.0,1662.5,9133233
2026-01-19,1625.0,1636.5,1609.5,1631.0,3230050
2026-01-20,1630.5,1639.0,1605.0,1613.5,3953926
2026-01-21,1672.0,1698.0,1640.0,1641.0,5015257
2026-01-22,1695.0,1709.0,1421.5,1689.0,5094480
2026-01-23,1675.0,1695.0,1663.5,1680.5,4232414
2026-01-26,1655.0,1685.5,1649.5,1673.5,4896119
2026-01-27,1609.5,1650.5,1602.5,1638.5,4064591
2026-01-28,1622.5,1648.5,1603.5,1608.0,5140730
2026-01-29,1638.0,1689.5,1628.0,1640.0,3775850
2026-01-30,1675.5,1693.0,1645.0,1646.0,8487593
2026-02-02,1669.5,1701.0,1663.5,1693.0,4574755
2026-02-03,1697.0,1706.0,1661.5,1677.0,4507192
2026-02-04,1774.0,1778.5,1694.0,1699.5,5844651
2026-02-05,1786.5,1798.0,1769.0,1784.5,5061779
2026-02-06,1760.0,1786.5,1745.5,1775.0,4339417
2026-02-09,1755.5,1786.5,1755.5,1779.5,3390528
2026-02-10,1814.0,1815.5,1769.0,1770.0,3567848
2026-02-11,1836.5,1845.135009765625,1804.5,1809.5,4624407
2026-02-12,1849.0,1862.0,1828.0,1846.0,4829792
2026-02-13,1824.0,1841.5,1807.0,1833.0,3967663
2026-02-16,1802.0,1831.0,1802.0,1825.5,3355553
2026-02-17,1796.0,1812.0,1792.0,1805.0,3419197
2026-02-18,1761.0,1781.5,1741.5,1780.0,4454846
2026-02-19,1781.5,1796.5,1745.5,1764.0,4525512
2026-02-20,1851.0,1861.0999755859375,1790.0,1799.5,6947767
2026-02-23,1858.0,1866.0,1830.0,1854.5,3045931
2026-02-24,1874.0,1903.905029296875,1856.5,1862.0,5708304
2026-02-25,1636.0,1817.5,1583.5,1805.0,25070351
2026-02-26,1586.0,1623.5,1584.5,1600.0,12308231
2026-02-27,1656.5,1663.5,1575.0,1587.0,15597033
2026-03-02,1609.0,1648.0,1599.0,1621.0,7066643
2026-03-03,1565.0,1590.5,1544.5,1580.0,22963594
2026-03-04,1520.0,1597.0,1509.0,1565.5,7473822
2026-03-05,1544.0,1549.5,1520.5,1533.0,7000716
2026-03-06,1525.5,1554.0,1524.988037109375,1537.0,4154764
2026-03-09,1521.0,1523.0689697265625,1491.0,1504.0,4639521
2026-03-10,1528.0,1537.0,1494.0,1524.5,6521475
2026-03-11,1492.0,1528.0,1489.0,1525.0,10400421
2026-03-12,1437.5,1485.0,1420.5,1484.0,7049349
2026-03-13,1467.5,1470.0,1422.0,1436.5,8489426
2026-03-16,1450.0,1478.0,1447.5,1461.5,4706499
2026-03-17,1451.0,1457.5,1442.0,1450.0,5476026
2026-03-18,1427.0,1461.7900390625,1420.0,1444.0,10458413
2026-03-19,1402.0,1413.5,1393.5,1400.0,16785607
2026-03-20,1400.0,1405.0,1380.5,1397.0,24590561
